Unnamed: 0,Atleta,Equipe,Equipe_Janela_Análise,Posição,Posição_Wyscout,Código_Posição_Wyscout,Idade,Valor_Mercado,Fim_Contrato,Jogos,Minutos,Nacionalidade,Passaporte,Pé,Altura,Peso,Empréstimo,Duelos_Ganhos,Ações_Defensivas_BemSucedidas,Duelos_Defensivos_Ganhos,Duelos_Aéreos_Ganhos,Interceptações_Ajustadas_a_Posse,Liga,Base,Versão_Temporada,RF_Rating,ET_Rating,Rating
2165,D. Şerbănică,Unirea Slobozia,Unirea Slobozia,LB,LB,1,28.0,250000,,29,2280,Romania,Romania,left,181,0,no,7.894496,10.22,4.85576,1.34174,6.7,ROM,Testing,2025,0.6322425938857043,0.6460716783262784,0.6353861044212041
2166,A. Ciranni,AS FC Buzău,AS FC Buzău,RB,RB,1,28.0,500000,2025-06-30,27,2542,Belgium,"Belgium, Italy",right,172,66,no,7.224549000000001,10.87,4.672061999999999,1.167052,7.73,ROM,Testing,2025,0.6903612372787163,0.6946004365864107,0.6892670709872095
2167,D. Atanaskoski,Partizani Tirana,Poli Iaşi,"LB, RB",LB,1,28.0,250000,,14,1095,North Macedonia,"North Macedonia, Bulgaria",left,176,71,no,8.467602,11.59,5.012333,1.15158,8.11,ROM,Testing,2025,0.7526579185710927,0.7588560617663932,0.7532044992619752
2168,D. Oancea,Universitatea Cluj,Universitatea Cluj,"RB, LB",RB,1,28.0,600000,2025-06-30,26,1363,Romania,Romania,right,176,69,no,12.943035,14.0,6.205439999999999,1.653048,10.45,ROM,Testing,2025,0.9622165309927818,0.9833126485741,0.9724799628581179
2169,C. Manea,Rapid Bucureşti,Rapid Bucureşti,"RB, RCB",RB,1,27.0,2500000,2027-06-30,25,2208,Romania,Romania,right,183,77,no,6.478062,7.91,3.625376,1.67075,5.03,ROM,Testing,2025,0.4113187485961115,0.418145737418505,0.4086158320247369
2170,R. Trif,UTA Arad,UTA Arad,LB,LB,1,27.0,250000,,33,2528,Romania,Romania,left,180,78,no,8.083296,9.01,4.488,0.8917090000000001,5.14,ROM,Testing,2025,0.5149362259039384,0.5288747102612763,0.516909083759725
2171,B. de Nooijer,AS FC Buzău,AS FC Buzău,LB,LB,1,27.0,800000,2025-06-30,12,926,Netherlands,"Netherlands, Suriname",left,180,80,no,5.148416,6.12,2.235468,0.975,5.2,ROM,Testing,2025,0.2644091947253343,0.2627397712282389,0.255878379669625
2172,A. Abeid,CFR Cluj,CFR Cluj,"RB, LCB, LB",RB,1,27.0,350000,,23,1662,Saudi Arabia,"Saudi Arabia, Mauritania",left,174,70,no,8.556793,9.15,4.711168,0.812565,5.68,ROM,Testing,2025,0.5587810357140781,0.5794654591408127,0.5646203181782568
2173,R. Opruț,Dinamo Bucureşti,Dinamo Bucureşti,LB,LB,1,27.0,500000,2026-06-30,35,3253,Romania,Romania,left,184,78,yes,9.79677,9.1,4.953199999999999,2.210734,5.86,ROM,Testing,2025,0.6316003834211287,0.652225132000609,0.6381705239806015
2174,M. Sivis,Dinamo Bucureşti,Dinamo Bucureşti,RB,RB,1,27.0,900000,2026-06-30,33,2399,France,"France, Congo DR",right,180,73,no,8.813226,9.75,4.990672,1.988896,6.86,ROM,Testing,2025,0.6823761705379926,0.6944414529724492,0.6851524906217186
2175,R. Onea,Rapid Bucureşti,Rapid Bucureşti,"RWB, RB",RWB,1,27.0,700000,2027-06-30,20,1504,France,"France, Romania",right,176,75,no,6.880768000000001,7.78,3.828798,0.539958,4.63,ROM,Testing,2025,0.3912493982246769,0.4019663451571439,0.3903020497892386
2176,C. Costin,Dinamo Bucureşti,Dinamo Bucureşti,RB,RB,1,26.0,450000,2025-06-30,33,1764,Romania,Romania,right,178,70,no,10.665312,11.22,6.174864000000001,1.020472,6.74,ROM,Testing,2025,0.7989165187833875,0.801337811283954,0.7980383699679945
2177,K. Mabea,UTA Arad,UTA Arad,LB,LB,1,26.0,200000,,16,1290,Côte d'Ivoire,Côte d'Ivoire,left,177,73,no,8.442450000000001,9.91,4.466418,1.18575,6.39,ROM,Testing,2025,0.6185547585332065,0.6258566597415811,0.6182575245292784
2178,Ş. Vlădoiu,Kolos Kovalivka,Universitatea Craiova,RB,RB,1,26.0,600000,2025-06-30,17,1134,Romania,Romania,right,178,73,no,9.124794000000001,8.65,4.209329,2.220111,6.0,ROM,Testing,2025,0.6042698195245573,0.6087716820747169,0.6024086486507175
2179,D. Haruţ,Sepsi,Sepsi,"RB, RCB",RB,1,26.0,400000,2025-06-30,29,2725,Romania,Romania,right,183,77,no,7.730423999999999,8.42,3.732146,1.58286,5.45,ROM,Testing,2025,0.4725151357302468,0.4868616618689582,0.4742508199240911
2180,T. Todoroski,,Poli Iaşi,RB,RB,1,26.0,400000,,13,1167,North Macedonia,North Macedonia,right,180,70,no,10.18068,11.65,6.016217,0.8479720000000001,6.78,ROM,Testing,2025,0.786019261194267,0.7909415305016742,0.7862698848221926
2181,R. Boboc,Universitatea Cluj,Universitatea Cluj,RB,RB,1,25.0,600000,2026-06-30,30,2349,Romania,Romania,right,180,75,no,9.274131,10.08,5.159672,1.520096,6.98,ROM,Testing,2025,0.710681029929377,0.7199453067817216,0.7123380144317952
2182,P. Medina,Unirea Slobozia,Unirea Slobozia,RB,RB,1,25.0,350000,,24,1961,Mexico,"Mexico, Spain",right,175,69,no,8.675819999999998,11.11,4.821852,1.147068,8.31,ROM,Testing,2025,0.7529333092187156,0.7670503077832708,0.7574835740717899
2183,N. Antwi,Hermannstadt,Hermannstadt,"RB, RWB",RB,1,24.0,350000,2029-06-30,29,1655,Ghana,Ghana,right,180,68,yes,10.875348,6.8,3.536,1.46566,3.84,ROM,Testing,2025,0.3867491801514752,0.403735344127893,0.3889221687713935
2184,Tiago Gonçalves,Hermannstadt,Hermannstadt,"LB, LWB",LB,1,24.0,125000,,36,3316,Portugal,Portugal,left,183,77,no,6.891419999999999,6.46,2.553984,0.595332,4.35,ROM,Testing,2025,0.2868333025280136,0.2936363945333653,0.2828173625755431
2185,R. Ispas,Poli Iaşi,Poli Iaşi,LB,LB,1,24.0,550000,2025-06-30,30,2736,Romania,Romania,left,178,70,no,7.006,7.01,2.963946,1.35135,4.63,ROM,Testing,2025,0.355887666819889,0.3546754849732985,0.3485438685776147
2186,Simão Rocha,CFR Cluj,CFR Cluj,"LB, RB",LB,1,24.0,450000,2028-06-30,30,2511,Portugal,Portugal,left,186,80,no,9.858638000000001,9.89,4.118576,1.753488,7.52,ROM,Testing,2025,0.7141146150481349,0.7165254329538132,0.7123449417229659
2187,A. Oroian,Hermannstadt,Hermannstadt,"RB, LB",RB,1,24.0,500000,2025-06-30,16,1129,Romania,Romania,right,180,72,no,7.175520000000001,7.73,4.3065,0.48,4.24,ROM,Testing,2025,0.388628803139763,0.3974216301223591,0.386681953762425
2188,Guilherme Soares,Poli Iaşi,Poli Iaşi,"RB, RCB",RB,1,24.0,450000,2025-06-30,33,3100,Portugal,Portugal,right,186,78,no,9.088897,11.96,5.31063,2.321208,8.09,ROM,Testing,2025,0.8318589616219971,0.8423978506697023,0.8354262969941048
2189,A. Dumitrescu,Sepsi,Sepsi,LB,LB,1,24.0,1000000,2027-06-30,25,1890,Romania,Romania,left,181,72,yes,9.906936,11.62,4.711352,2.144616,8.06,ROM,Testing,2025,0.8015332040352262,0.8184854756370729,0.8080238196250529
2190,C. Mora,Universitatea Craiova,Universitatea Craiova,"RB, LAMF",RB,1,24.0,400000,2028-06-30,33,2273,Costa Rica,Costa Rica,right,178,70,no,12.470928,9.7,4.991037,1.068389,6.13,ROM,Testing,2025,0.6747907874146929,0.7186372368518646,0.6935444854937458
2191,M. Pavlović,Botoşani,Botoşani,LB,LB,1,23.0,200000,2025-06-30,30,2744,Slovenia,Slovenia,left,179,0,no,8.95068,9.18,4.657159999999999,1.37632,6.47,ROM,Testing,2025,0.6238007777967729,0.6349131384296516,0.6254835084913525
2192,B. Oteliță,Sepsi,Sepsi,"RB, RWB",RB,1,22.0,450000,,25,1552,Romania,Romania,,0,0,no,6.670522,8.12,3.768616,0.8128799999999999,5.22,ROM,Testing,2025,0.4150790402317576,0.4290776651193733,0.4160387130943181
2193,A. Friday,Botoşani,Botoşani,RB,RB,1,22.0,0,,30,2670,Nigeria,Nigeria,unknown,0,0,no,11.558811,8.97,4.686252,0.942616,6.09,ROM,Testing,2025,0.6218370467728915,0.6386035668133698,0.626355879700335
2194,D. Radu,Petrolul 52,Petrolul 52,"LB, RAMF",LB,1,22.0,200000,2025-06-30,31,2127,Romania,Romania,both,176,68,no,8.465476,8.29,4.189871999999999,0.548796,5.32,ROM,Testing,2025,0.4921961838192622,0.5057089609424876,0.4937163160649183
2195,D. Sîrbu,Farul Constanţa,Farul Constanţa,"RB, RCB",RB,1,22.0,700000,,32,2548,Romania,Romania,right,186,79,no,9.327331000000001,13.21,5.864772,1.270321,8.86,ROM,Testing,2025,0.8649006043441501,0.8927495278726347,0.8775587129091741
2196,D. Maftei,Oţelul,Oţelul,RB,RB,1,20.0,0,,22,1638,Romania,Romania,right,0,0,yes,6.097289999999999,7.64,4.008641,0.33,4.94,ROM,Testing,2025,0.3867408160143834,0.3983086740574254,0.3861762519287587
2197,A. Dorobanțu,Unirea Slobozia,Unirea Slobozia,RB,RB,1,20.0,0,,19,1413,Romania,Romania,unknown,0,0,no,12.928704,14.27,7.003206,1.91165,8.58,ROM,Testing,2025,0.9736381293697393,0.9867421928359101,0.9799831360023539
2198,A. Borza,Rapid Bucureşti,Rapid Bucureşti,"LB, LWB",LB,1,19.0,0,2027-06-30,34,3074,Romania,Romania,left,180,72,no,7.994590000000001,9.95,3.953712,1.463448,7.42,ROM,Testing,2025,0.6469929352772325,0.6459764121604767,0.6427902193458961
2199,D. Pestryakov,Akron Togliatti,Akron Togliatti,"RB, LWF, RWF",RB,1,18.0,0,2026-12-31,14,922,Russia,Russia,,0,0,no,7.811268,8.59,3.612096,0.683895,5.93,RUS,Testing,2025,0.4889397541029752,0.5070204261530692,0.4927336707694912
2200,I. Rozhkov,Rubin Kazan',Rubin Kazan',"LB, LWB, LCB",LB,1,20.0,0,2028-06-30,27,2317,Russia,Russia,right,180,66,no,8.003365,9.28,4.272131000000001,1.552848,6.04,RUS,Testing,2025,0.5617540587159578,0.5733154157022964,0.5630152070431287
2201,A. Langovich,Rostov,Rostov,RB,RB,1,22.0,1500000,2028-06-30,23,1816,Russia,Russia,right,180,70,no,8.970048,9.61,4.0164,2.182453,8.09,RUS,Testing,2025,0.6986119629897247,0.7190621750715512,0.7057942358531375
2202,K. Karataş,Orenburg,Orenburg,LB,LB,1,22.0,1900000,2027-06-30,14,1056,Türkiye,Türkiye,left,182,75,yes,6.902532000000001,8.69,3.494796,1.44925,6.99,RUS,Testing,2025,0.5360658177618687,0.545176305159701,0.5358202666941626
2203,D. Denisov,Spartak Moskva,Spartak Moskva,RB,RB,1,22.0,3500000,2026-06-30,25,1967,Russia,Russia,right,185,76,no,9.562097999999999,9.93,5.350422000000001,1.46448,7.84,RUS,Testing,2025,0.7386282805745616,0.753271571311032,0.74329494513355
2204,R. Bezrukov,Rubin Kazan',Rubin Kazan',"LB, RB",LB,1,23.0,900000,2026-06-30,24,1302,Russia,Russia,right,175,65,no,8.572382000000001,8.5,4.836702,1.104266,4.66,RUS,Testing,2025,0.5052004695141836,0.515206189615944,0.5050846506382277
2205,A. Kutitskiy,Dinamo Moskva,Dinamo Moskva,"RB, LB, LCB",RB,1,23.0,800000,2029-06-30,21,1450,Russia,Russia,right,184,71,no,7.633925000000001,9.68,4.28256,1.426976,7.96,RUS,Testing,2025,0.6352118195125855,0.6540706786947887,0.6409275298004005
2206,T. Sundukov,Dynamo Makhachkala,Dynamo Makhachkala,"LWB, RWB, LB",LWB,1,23.0,250000,2025-06-30,23,1854,Russia,Russia,right,178,70,no,8.448315,9.47,5.047484,0.72702,5.28,RUS,Testing,2025,0.5643222953826232,0.5775252704573873,0.5664396703832181
2207,N. Moțpan,Fakel,Fakel,"RWB, RCMF",RWB,1,23.0,700000,2026-06-30,20,946,Moldova,"Moldova, Russia",right,178,73,no,10.657576,7.8,5.041625,1.9992,3.92,RUS,Testing,2025,0.5016113889509275,0.5331846035541823,0.5123545060539847
2208,Gustavo Mantuan,Zenit,Zenit,"RB, RW",RB,1,23.0,2500000,2027-06-30,27,1788,Brazil,"Brazil, Italy",right,174,66,no,11.575248,7.1,3.77805,0.704375,4.96,RUS,Testing,2025,0.4628385027374631,0.4835458099081747,0.4676866876851333
2209,Khellven,CSKA Moskva,CSKA Moskva,"RWB, RB",RWB,1,24.0,6000000,2028-06-30,24,1709,Brazil,Brazil,right,176,73,no,7.48,8.11,4.477410000000001,0.3688040000000001,5.29,RUS,Testing,2025,0.4732253739910242,0.4834428538032224,0.4728823819045948
2210,A. Siljanov,Lokomotiv Moskva,Lokomotiv Moskva,"LB, RB",LB,1,24.0,4500000,2026-06-30,26,2450,Russia,Russia,right,186,85,no,7.56447,8.67,3.419088,1.429956,6.82,RUS,Testing,2025,0.5361970573274888,0.5507818077283554,0.538718614017616
2211,I. Vakhania,Rostov,Rostov,"LB, RB",LB,1,24.0,1700000,2028-06-30,29,2472,Russia,"Russia, Georgia",right,178,65,no,7.902271000000001,7.97,4.074503,1.239747,5.69,RUS,Testing,2025,0.4887177250862775,0.501708500996926,0.4899377770567272
2212,R. Fernández,Dinamo Moskva,Dinamo Moskva,"LB, LCB",LB,1,24.0,3500000,2029-06-30,18,1653,Paraguay,Paraguay,left,188,89,no,11.325026,10.56,5.825267,3.266830000000001,6.81,RUS,Testing,2025,0.8295257928402632,0.8335233841270309,0.829763915962429
2213,A. Adamov,Akhmat Grozny,Akhmat Grozny,"RB, RCB",RB,1,25.0,1800000,2026-06-30,30,2834,Russia,Russia,right,177,66,no,7.940700000000001,8.61,3.873527,1.366193,5.92,RUS,Testing,2025,0.5162577670222347,0.5249955451268828,0.5156169073732065
2214,R. Fernández,Akron Togliatti,Akron Togliatti,LB,LB,1,25.0,1000000,2025-12-31,17,1582,Bolivia,Bolivia,left,174,71,yes,8.705392,10.52,5.118749999999999,0.9684850000000002,6.37,RUS,Testing,2025,0.669015937929444,0.6823747645886422,0.672306166579794
2215,M. Stamatov,Nizhny Novgorod,Nizhny Novgorod,"LB, LWB",LB,1,26.0,700000,2026-06-30,12,903,Bulgaria,Bulgaria,left,178,68,no,5.280528,5.98,2.593463,0.3999599999999999,4.03,RUS,Testing,2025,0.1999440291751501,0.2088980035340308,0.1961067226404188
2216,M. Nenakhov,Lokomotiv Moskva,Lokomotiv Moskva,RB,RB,1,26.0,2800000,2028-06-30,28,2130,Russia,Russia,right,179,78,no,8.618103,8.58,4.264953,1.311156,5.29,RUS,Testing,2025,0.5180881851837518,0.5253363177452278,0.5167138479081352
2217,T. Galdames,Krylya Sovetov,Krylya Sovetov,LB,LB,1,26.0,2500000,2027-06-30,19,1336,Chile,Chile,left,180,77,no,6.534403999999999,7.48,3.501213,1.212672,5.34,RUS,Testing,2025,0.3919022382291664,0.4034413021429777,0.3913770666833936
2218,M. Brahimi,Fakel,Fakel,"RWB, RW, RB",RWB,1,26.0,700000,2027-06-30,28,1957,France,"France, Algeria",right,182,76,no,10.5754,9.01,4.274326,1.380092,5.09,RUS,Testing,2025,0.5793582430889856,0.5900134442487321,0.5803455532006915
2219,D. Krugovoy,CSKA Moskva,CSKA Moskva,"LWB, LB",LWB,1,27.0,1800000,2028-06-30,24,2091,Russia,Russia,left,175,70,no,5.507327999999998,5.34,2.150172,0.474125,4.18,RUS,Testing,2025,0.1741800205415223,0.1837340361934389,0.1703766201887351
2220,M. Sidorov,Orenburg,Orenburg,"LB, RB",LB,1,27.0,500000,2026-06-30,22,2108,Russia,Russia,right,178,72,no,7.899768,7.17,3.034,1.025,5.34,RUS,Testing,2025,0.4167543396347811,0.4150456036419605,0.4097957641440976
2221,O. Reabciuk,Spartak Moskva,Spartak Moskva,LB,LB,1,27.0,4000000,2026-06-30,27,2371,Moldova,"Moldova, Portugal",left,180,72,no,8.732518999999998,6.98,4.138118,1.21374,4.98,RUS,Testing,2025,0.4409473749939882,0.4488325937907644,0.4390887405079635
2222,N. Rasskazov,Krylya Sovetov,Krylya Sovetov,"RB, RW",RB,1,27.0,1500000,2026-06-30,20,1679,Russia,Russia,right,178,72,no,6.807659999999999,8.25,3.754956,0.106688,5.37,RUS,Testing,2025,0.417049846282318,0.4387880229458325,0.4219403327358048
2223,D. Todorović,Akhmat Grozny,Akhmat Grozny,"LB, RB",LB,1,28.0,1500000,2027-06-30,27,2360,Bosnia and Herzegovina,Bosnia and Herzegovina,right,175,74,no,8.50504,9.46,5.107197,0.6472619999999999,5.82,RUS,Testing,2025,0.5960000379776921,0.6112497979352789,0.5994825525586616
2224,Dani Fernández,Khimki,Khimki,"RB, RCB",RB,1,28.0,600000,2025-06-30,17,1632,Spain,Spain,right,178,70,no,9.263234,10.2,5.681206,0.6050880000000001,5.75,RUS,Testing,2025,0.655948827701402,0.6642369670252705,0.656540657365863
2225,K. Pyachenin,Krylya Sovetov,Krylya Sovetov,LB,LB,1,28.0,500000,2026-06-30,23,1099,Belarus,Belarus,left,176,69,no,7.287137,9.42,4.5045,1.226753,5.7,RUS,Testing,2025,0.5433625802614326,0.558504036358251,0.5462402829173718
2226,D. Skopintsev,Dinamo Moskva,Dinamo Moskva,LB,LB,1,28.0,3500000,2029-06-30,21,1066,Russia,Russia,left,177,69,no,9.53839,10.22,5.233129,0.506146,6.93,RUS,Testing,2025,0.7104153703552122,0.7134772355183592,0.7089359631816269
2227,S. Kagermazov,Dynamo Makhachkala,Dynamo Makhachkala,"RWB, RCB, RB",RWB,1,28.0,600000,2025-06-30,22,1772,Russia,Russia,right,186,75,no,11.226852,9.85,5.028452000000001,3.046308,6.07,RUS,Testing,2025,0.7305014640124324,0.7537039067275574,0.739407498511105
2228,A. Ektov,Nizhny Novgorod,Nizhny Novgorod,"RB, RWB, RCB",RB,1,29.0,700000,2026-06-30,20,1855,Russia,Russia,right,173,70,yes,5.77388,6.6,3.296978,0.9243000000000001,3.64,RUS,Testing,2025,0.264942622411161,0.2715940380829428,0.2606212805544988
2229,M. Gajić,CSKA Moskva,CSKA Moskva,"RB, RWB, LWB",RB,1,29.0,5000000,2025-06-30,21,1390,Serbia,Serbia,right,178,73,no,5.502981,6.28,3.365782,0.777333,3.42,RUS,Testing,2025,0.2315627827632982,0.2405925716071175,0.2280942152068742
2230,G. Bijl,Krylya Sovetov,Krylya Sovetov,"RB, LB",RB,1,29.0,2000000,2025-06-30,18,1327,Netherlands,Netherlands,right,179,76,no,8.408069999999999,10.04,5.427939,1.087086,5.04,RUS,Testing,2025,0.5819592509036648,0.5929711801271942,0.5831539712065351
2231,Orinho,Khimki,Khimki,"LB, LWB",LB,1,30.0,600000,2026-06-30,19,1497,Brazil,Brazil,left,180,69,no,8.839088,7.94,3.00576,1.865577,6.97,RUS,Testing,2025,0.5524915237534969,0.5510664358543642,0.5470947922029711
2232,G. González,Krasnodar,Krasnodar,RB,RB,1,30.0,3000000,2027-06-30,22,1193,Uruguay,"Uruguay, Italy",right,178,73,no,8.222214,9.66,4.603357,1.511232,8.53,RUS,Testing,2025,0.6661119941294809,0.7067524201994905,0.6831552292873262
2233,L. Olaza,Krasnodar,Krasnodar,LB,LB,1,30.0,3000000,2025-06-30,27,2625,Uruguay,Uruguay,left,176,70,no,7.612994,7.17,4.011264,1.476738,5.35,RUS,Testing,2025,0.4406000018692368,0.4524395134346202,0.4407355459086933
2234,Douglas Santos,Zenit,Zenit,LB,LB,1,31.0,0,2027-06-30,30,2953,Brazil,Brazil,left,175,69,no,7.285265999999999,7.22,3.349225,1.5555,6.22,RUS,Testing,2025,0.4545629212770533,0.466207230256922,0.4547457651958786
2235,K. Savichev,Akron Togliatti,Akron Togliatti,RB,RB,1,31.0,1000000,2026-06-30,23,2137,Russia,Russia,right,170,64,no,6.571322,10.82,4.54925,0.590175,6.9,RUS,Testing,2025,0.6278979386339404,0.6375751888376596,0.6288984330883752
2236,A. Sutormin,Rostov,Rostov,"RB, LWF, RWF",RB,1,31.0,1200000,2025-06-30,24,1369,Russia,Russia,right,188,79,yes,7.558335,6.51,3.416101,1.05133,4.18,RUS,Testing,2025,0.3369574354493774,0.3435891382577718,0.333378733607521
2237,I. Alshin,Fakel,Fakel,"LWB, LB",LWB,1,31.0,700000,2026-06-30,26,2086,Russia,Russia,right,174,63,no,8.329068,7.77,4.44661,1.077165,3.7,RUS,Testing,2025,0.4184615413409182,0.42793664722763,0.4171711671478048
2238,E. Dasa,Dinamo Moskva,Dinamo Moskva,RB,RB,1,32.0,1500000,2025-06-30,18,1357,Israel,"Israel, Ethiopia",right,177,68,no,6.501924,6.57,3.24786,0.7315,4.63,RUS,Testing,2025,0.3041479853405012,0.3242527974726787,0.3070333602354259
2239,D. Kabutov,Rubin Kazan',Rubin Kazan',"RB, RWB",RB,1,33.0,600000,2025-06-30,28,2695,Russia,Russia,right,172,67,no,9.319393000000002,9.88,4.509614999999999,0.367665,5.31,RUS,Testing,2025,0.598130141130988,0.5974244715501021,0.5935738297752559
2240,S. Petrov,Krasnodar,Krasnodar,"RB, LB",RB,1,34.0,500000,2025-06-30,27,1859,Russia,Russia,right,175,74,no,7.068047,7.99,3.629276,1.93851,7.03,RUS,Testing,2025,0.5228136429441343,0.5416422582476752,0.5273394426162129
2241,A. Malykh,Orenburg,Orenburg,RB,RB,1,36.0,50000,2025-06-30,15,1235,Russia,Russia,right,176,72,no,6.704008,6.92,3.204088,1.750632,4.74,RUS,Testing,2025,0.3495290158405274,0.3677542608775704,0.3519390457763626
2242,João Costa,Al Ettifaq,Al Ettifaq,"LWB, RW, RAMF",LWB,1,20.0,0,2028-06-30,24,1686,Brazil,"Brazil, Portugal",left,178,72,no,8.382114,6.25,4.05548,0.532321,3.15,SAUD,Testing,2025,0.300455007549797,0.3176707020158082,0.3018421331681559
2243,Hussain Al Zarie,Al Fateh,Al Fateh,LB,LB,1,20.0,0,2025-06-30,22,1905,Saudi Arabia,Saudi Arabia,,0,0,no,9.4514,11.43,6.096336,1.321936,6.81,SAUD,Testing,2025,0.7586159114707424,0.7773323200066781,0.7655493013699352
2244,M. Al-Alaeli,Al Wehda,Al Wehda,LB,LB,1,20.0,0,2026-06-30,19,1542,Saudi Arabia,Saudi Arabia,left,176,65,yes,8.814575000000001,11.56,5.60522,0.46662,5.87,SAUD,Testing,2025,0.6928634452102325,0.7050010671791507,0.695785911581124
2245,Iker Almena,Al Qadisiyah,Al Qadisiyah,"LB, LWB, RCMF",LB,1,21.0,0,2028-06-30,17,1300,Spain,Spain,left,176,69,no,7.199221000000001,4.92,2.979355,0.554632,2.62,SAUD,Testing,2025,0.1782478108792172,0.1806867508464167,0.1708922051390531
2246,Mohammed Sulaiman Bakor,Al Ahli,Al Ahli,"LB, RB, RCB",LB,1,21.0,0,,17,1240,Saudi Arabia,Saudi Arabia,unknown,0,0,no,7.622707,7.55,4.718896,0.5075,4.19,SAUD,Testing,2025,0.4199067946759004,0.4275739571895023,0.4177181055251045
2247,Ahmed Al Julaydan,Al Fateh,Al Fateh,"RB, RWB",RB,1,21.0,0,2026-06-30,25,1387,Saudi Arabia,Saudi Arabia,right,174,65,no,7.070588,9.28,4.284684,0.6480000000000001,5.83,SAUD,Testing,2025,0.5321521057298535,0.5368956541970429,0.5296593658693431
2248,M. Mitaj,Al Ittihad,Al Ittihad,LB,LB,1,21.0,3500000,2027-06-30,18,1647,Albania,"Albania, Greece",left,180,73,no,9.454719999999998,9.02,5.029535000000001,0.874612,5.9,SAUD,Testing,2025,0.6016185726733098,0.6147180749251132,0.6040734398097903
2249,Mubarak Al Rajeh,Al Raed,Al Raed,"RB, RCB",RB,1,21.0,0,,26,2230,Saudi Arabia,Saudi Arabia,right,181,75,no,5.851608,9.77,4.19658,0.44523,6.15,SAUD,Testing,2025,0.5129464090840972,0.5188170807659708,0.5108224089598703
2250,Yaseen Al Zubaidi,Al Akhdoud,Al Akhdoud,"LB, LW, RAMF",LB,1,22.0,0,,17,974,Saudi Arabia,Saudi Arabia,,176,63,yes,7.574839999999999,4.9,3.140835,0.09200000000000001,2.05,SAUD,Testing,2025,0.1783129330209808,0.1843838752894947,0.1727929873363561
2251,R. Rivas,Al Taawon,Al Taawon,"LB, LCB",LB,1,22.0,0,,24,1701,Venezuela,Venezuela,left,178,78,yes,7.140881,8.47,4.54936,1.216418,5.4,SAUD,Testing,2025,0.4870289249073321,0.5003307149815538,0.4883884600959147
2252,Mohannad Abu Taha,Al Orubah,Al Orubah,"LB, LAMF",LB,1,22.0,0,2025-06-30,16,1558,Jordan,Jordan,left,173,76,no,9.878461999999999,10.69,5.543451,0.520429,5.52,SAUD,Testing,2025,0.6865954701706755,0.6943578487454574,0.6872419486153222
2253,Salem Al Najdi,Al Nassr,Al Nassr,"LB, LCB",LB,1,22.0,0,,25,1271,Saudi Arabia,Saudi Arabia,left,178,61,no,8.497736999999999,9.63,4.602,1.83889,8.24,SAUD,Testing,2025,0.6671824753532941,0.7088510372256536,0.6847563379332425
2254,Mohammed Abdulrahman,Al Ettifaq,Al Ettifaq,RB,RB,1,22.0,0,2028-06-30,25,1876,Saudi Arabia,Saudi Arabia,right,173,70,no,7.724596,9.07,4.128,0.862773,6.47,SAUD,Testing,2025,0.5633004348450615,0.5679649363327882,0.5610932778040415
2255,Mohammed Aboulshamat,Al Qadisiyah,Al Qadisiyah,"RWB, RB",RWB,1,22.0,0,2029-06-30,31,2388,Saudi Arabia,Saudi Arabia,unknown,0,0,no,9.121203000000001,10.55,4.6748,0.866908,7.16,SAUD,Testing,2025,0.7174505869522263,0.7171990137432379,0.7143706692257006
2256,Mohammed Mahzari,Al Taawon,Al Taawon,RB,RB,1,23.0,0,2025-06-30,15,1205,Saudi Arabia,Saudi Arabia,right,174,71,no,8.440255,10.9,5.975534,0.5227040000000001,6.38,SAUD,Testing,2025,0.6889710166812064,0.7021248124265803,0.6923662014715638
2257,Zakaria Al Hawsawi,Al Raed,Al Raed,"LB, RW",LB,1,24.0,0,,21,1811,Saudi Arabia,Saudi Arabia,left,173,70,no,8.3011,8.4,3.878686,0.5957539999999999,3.9,SAUD,Testing,2025,0.444008188713633,0.4360170325244312,0.4341603951542496
2258,Saad Al Nasser,Al Taawon,Al Taawon,LB,LB,1,24.0,0,,27,2460,Saudi Arabia,Saudi Arabia,left,172,70,no,8.086869,9.48,4.205494,0.733348,6.75,SAUD,Testing,2025,0.607915553330179,0.6144495219573514,0.6071191540581206
